x,y
0.568526,0.758335
0.480648,0.504391
0.539060,0.671131
0.561188,0.608580
0.587900,0.636470
0.492972,0.658034
0.483206,0.645030
0.670592,0.517268
0.464163,0.708636
0.593256,0.616810
0.499177,0.748300
0.644899,0.240527
0.619319,0.669885
0.684226,0.746692
0.701107,0.713287
0.569629,0.702844
0.550723,0.672415
0.529225,0.551543
0.497548,0.539525
0.606422,0.511501
0.473196,0.503493
0.361910,0.475578
0.394535,0.551066
0.589059,0.632625
0.459275,0.435910
0.507223,0.584754
0.519137,0.666710
0.382816,0.878784
0.621678,0.647211
0.536832,0.678042
0.477174,0.755567
0.679680,0.874293
0.341844,0.416611
0.510641,0.745438
0.532091,0.577767
0.641978,0.543259
0.405759,0.336329
0.540114,0.747130
0.598114,0.707444
0.610568,0.712437
0.744805,0.714487
0.465979,0.637890
0.514486,0.589180
0.639065,0.422816
0.785374,0.551925
0.596816,0.569349
0.420661,0.683606
0.294509,0.594706
0.406748,0.598757
0.550047,0.717488
0.674292,0.715449
0.666306,0.686372
0.596531,0.712456
0.597760,0.833113
0.522518,0.726496
0.562274,0.837260
0.465713,0.642682
0.625006,0.564381
0.768919,0.709468
0.738613,0.540012
0.610813,0.668686
0.470984,0.752612
0.612243,0.631735
0.525620,0.751508
0.708131,0.580106
0.665125,0.644881
0.568191,0.548510
0.612264,0.718120
0.644410,0.755597
0.462589,0.728727
0.705270,0.704608
0.849551,0.745647
0.600104,0.640144
0.621812,0.562114
0.502587,0.722976
0.694386,0.586787
0.593654,0.547547
0.707709,0.540197
0.562146,0.640013
0.507955,0.720183
0.536612,0.648258
0.656703,0.609281
0.433332,0.617984
0.605912,0.360863
0.590239,0.583599
0.398848,0.564402
0.582868,0.655980
0.452898,0.695727
0.427612,0.785191
0.587405,0.562858
0.678992,0.484143
0.581698,0.481833
0.519917,0.680137
0.518722,0.607298
0.608484,0.686371
0.744077,0.785699
0.431298,0.691321
0.617599,0.736216
0.355258,0.513992
0.504819,0.472597
0.612394,0.499287
0.682177,0.562797
0.559080,0.532768
0.608445,0.592003
0.459296,0.715928
0.531908,0.502149
0.534065,0.672799
0.436302,0.810946
0.475330,0.475968
0.642169,0.514521
0.413090,0.761681
0.309500,0.782968
0.542878,0.403759
0.473408,0.697420
0.547734,0.657118
0.503315,0.599696
0.781259,0.764597
0.771067,0.832092
0.485953,0.721292
0.760374,0.578671
0.395055,0.530252
0.437236,0.630214
0.496838,0.658498
0.741651,0.719381
0.563121,0.656903
0.508900,0.722627
0.661876,0.585240
0.635938,0.652731
0.716785,0.726647
0.379083,0.456454
0.715758,0.770626
0.431752,0.653383
0.691253,0.563035
0.750269,0.728364
0.651246,0.581668
0.598033,0.689305
0.577725,0.564983
0.462312,0.695935
0.556121,0.666685
0.539686,0.736319
0.514991,0.614311
0.372629,0.472695
0.506681,0.742218
0.330908,0.485301
0.516128,0.768127
0.597534,0.573812
0.446767,0.588405
0.630310,0.512162
0.332508,0.334551
0.521193,0.757049
0.603284,0.615641
0.645023,0.447863
0.655986,0.677503
0.580899,0.564248
0.587282,0.500685
0.791407,0.632126
0.564443,0.559335
0.524970,0.579268
0.493566,0.701934
0.643757,0.568403
0.787594,0.729970
0.641948,0.549780
0.677914,0.702477
0.437457,0.522764
0.550782,0.616728
0.351967,0.738368
0.690606,0.879196
0.619599,0.673688
0.499603,0.715599
0.583237,0.647128
0.698803,0.472644
0.396486,0.663711
0.489813,0.647261
0.634603,0.682293
0.454291,0.447496
0.618720,0.423367
0.549623,0.433646
0.654357,0.518473
0.725351,0.520377
0.468715,0.511483
0.661260,0.654840
0.523587,0.613983
0.612473,0.500427
0.547644,0.550684
0.355206,0.487024
0.697926,0.592586
0.657070,0.428710
0.539405,0.750017
0.724440,0.744207
0.649058,0.516216
0.723455,0.461761
0.813681,0.643037
0.523747,0.543181
0.460301,0.667090
0.468727,0.632726
0.489282,0.716809
0.584520,0.797888
0.614051,0.597707
0.695787,0.549730
0.535104,0.374483
0.779724,0.657186
0.555816,0.722815
0.551412,0.490938
0.544092,0.840819
0.471945,0.647646
0.753116,0.489125
0.629836,0.570945
0.695641,0.791206
0.694619,0.318694
0.535322,0.548400
0.703847,0.451739
0.564417,0.810714
0.529230,0.599088
0.383604,0.625588
0.641534,0.519875
0.426128,0.550205
0.495473,0.709877
0.425979,0.414949
0.788867,0.634130
0.665290,0.692863
0.682151,0.654741
0.409258,0.494213
0.402646,0.607479
0.621376,0.824972
0.523116,0.672742
0.384764,0.502353
0.546191,0.794434
0.460844,0.608240
0.378614,0.677244
0.584784,0.708368
0.659066,0.663571
0.464404,0.625741
0.564786,0.442629
0.662291,0.516355
0.647690,0.602007
0.457629,0.635370
0.496675,0.529402
0.590797,0.594273
0.640336,0.681092
0.502876,0.677512
0.658831,0.599377
0.593320,0.754180
0.637232,0.608789
0.550580,0.416473
0.547207,0.352007
0.536847,0.531191
0.733387,0.680597
0.672842,0.711358
0.481771,0.535282
0.534274,0.595238
0.549529,0.664028
0.672069,0.655805
0.721728,0.637402
0.411964,0.651712
0.437776,0.725754
0.487813,0.640150
0.734897,0.632164
0.538254,0.774864
0.403253,0.619714
0.654653,0.804228
0.538448,0.754974
0.626154,0.879543
0.516092,0.582394
0.586224,0.489200
0.577533,0.764755
0.610637,0.784585
0.531893,0.578922
0.545421,0.558330
0.777342,0.392770
0.576372,0.605783
0.605769,0.635400
0.525905,0.612184
0.441385,0.587943
0.712855,0.463293
0.794486,0.394501
0.634409,0.585208
0.613451,0.880364
0.619835,0.495802
0.810065,0.642096
0.599935,0.591239
0.460140,0.765676
0.440255,0.671189
0.646912,0.502462
0.275387,0.500629
0.417488,0.716608
0.515687,0.767573
0.742788,0.799240
0.636851,0.469990
0.538799,0.454508
0.563736,0.653187
0.868412,0.428276
0.305032,0.386640
0.541317,0.561286
0.622484,0.532196
0.647970,0.574262
0.630252,0.575131
0.451789,0.501066
0.715359,0.655161
0.759250,0.616768
0.622041,0.618475
0.443532,0.675670
0.327618,0.582422
0.477238,0.743634
0.656101,0.464482
0.664318,0.465788
0.806164,0.564459
0.454391,0.533003
0.605094,0.578726
0.327246,0.693373
0.578450,0.747120
0.688204,0.614591
0.445069,0.741873
0.480970,0.514370
0.724269,0.524606
0.553260,0.536881
0.545126,0.636585
0.470456,0.647669
0.601896,0.701000
0.701767,0.757347
0.821079,0.533976
0.512565,0.582402
0.513046,0.677251
0.517613,0.635410
0.495228,0.689198
0.744570,0.705577
0.371509,0.613414
0.619526,0.550157
0.442219,0.339107
0.479476,0.537327
0.641709,0.768116
0.610575,0.640843
0.577371,0.478521
0.676305,0.628219
0.499018,0.353487
0.620006,0.719811
0.438697,0.691017
0.529350,0.676337
0.589258,0.614487
0.450628,0.644760
0.658019,0.625015
0.673190,0.541165
0.610621,0.613936
0.628887,0.536406
0.453326,0.419491
0.490175,0.738840
0.735358,0.722564
0.609098,0.693143
0.522788,0.585629
0.599338,0.566971
0.406280,0.537421
0.587948,0.548582
0.545425,0.738278
0.575095,0.635942
0.452553,0.583519
0.634758,0.795103
0.580794,0.649962
0.723413,0.456073
0.619352,0.469290
0.544840,0.568562
0.611835,0.644748
0.459157,0.625930
0.448348,0.852884
0.410909,0.408112
0.590243,0.470971
0.472688,0.667911
0.274770,0.688828
0.765558,0.452198
0.624270,0.590155
0.424180,0.533004
0.522894,0.526413
0.389207,0.631179
0.393629,0.669105
0.503421,0.709022
0.673787,0.563978
0.651133,0.809993
0.579631,0.617324
0.603760,0.721236
0.603181,0.666446
0.577868,0.740602
0.696057,0.487867
0.488236,0.684509
0.487011,0.473437
0.603545,0.850559
0.766509,0.515024
0.630771,0.809968
0.520164,0.732566
0.627827,0.898555
0.672184,0.454182
0.771009,0.564039
0.524076,0.519544
0.564073,0.643180
0.542962,0.692092
0.566113,0.596307
0.550031,0.631382
0.562148,0.586502
0.513549,0.681416
0.357378,0.865904
0.512266,0.500615
0.476434,0.590124
0.590385,0.519514
0.537800,0.727329
0.363630,0.696906
0.677939,0.570280
0.581004,0.510257
0.367091,0.803858
0.691086,0.636968
0.608476,0.573493
0.591441,0.465876
0.502934,0.767886
0.565073,0.807145
0.642115,0.597742
0.534298,0.740423
0.588815,0.798818
0.692758,0.737886
0.741429,0.650919
0.590688,0.578665
0.589067,0.620854
0.563633,0.677080
0.541224,0.566431
0.377094,0.705691
0.763029,0.479432
0.674196,0.767912
0.579152,0.716110
0.598270,0.642728
0.571961,0.481459
0.545622,0.765778
0.593493,0.780162
0.402662,0.884833
0.589045,0.618866
0.540934,0.549063
0.630370,0.699737
0.478817,0.727697
0.307385,0.488404
0.651310,0.672056
0.414682,0.749428
0.468306,0.719605
0.556823,0.622299
0.512536,0.551735
0.613757,0.592538
0.435793,0.720059
0.307085,0.554686
0.497598,0.650689
0.571838,0.922156
0.517623,0.545647
0.621119,0.526064
0.597017,0.604865
0.637264,0.554599
0.521902,0.782373
0.698646,0.624075
0.662526,0.534958
0.440444,0.831563
0.406241,0.530668
0.452236,0.477275
0.492853,0.650863
0.790405,0.698110
0.313764,0.487435
0.504339,0.641180
0.354212,0.366990
0.425747,0.619671
0.518292,0.547562
0.548899,0.547374
0.550636,0.624621
0.483847,0.596258
0.475755,0.446200
0.575416,0.706402
0.624758,0.898639
0.566628,0.584849
0.501856,0.618106
0.506015,0.642428
0.770388,0.786368
0.630498,0.693183
0.758444,0.628039
0.778978,0.721119
0.616846,0.536431
0.572868,0.595748
0.662362,0.643700
0.557180,0.632804
0.537706,0.641245
0.473931,0.879787
0.636601,0.597438
0.506446,0.489398
0.459456,0.615339
0.509153,0.703498
0.677209,0.582025
0.420047,0.695587
0.759075,0.676742
0.704719,0.765389
0.502599,0.536405
0.423626,0.593531
0.537377,0.902886
0.566029,0.760816
0.354795,0.625026
0.562145,0.575806
0.470699,0.756071
0.530990,0.646695
0.658191,0.497129
0.471534,0.621375
0.516221,0.754250
0.646983,0.605940
0.530052,0.540725
0.451197,0.741535
0.723523,0.675973
0.481455,0.733015
0.592746,0.570117
0.523165,0.942617
0.507371,0.397326
0.563293,0.643492
0.439475,0.688759
0.458000,0.686241
0.546652,0.688414
0.735306,0.626840
0.610726,0.644689
0.667774,0.663559
0.665436,0.814443
0.253783,0.616776
0.714070,0.642888
0.606840,0.606268
0.382110,0.480085
0.444015,0.660473
0.597020,0.630117
0.530050,0.597342
0.543008,0.331595
0.307687,0.416166
0.531504,0.561701
0.705850,0.646461
0.793512,0.560392
0.776273,0.397396
0.418801,0.677405
0.452515,0.717022
0.616078,0.401158
0.374932,0.753035
0.595182,0.737597
0.628587,0.755568
0.468701,0.550083
0.700551,0.499096
0.609742,0.640739
0.588490,0.593712
0.639753,0.653382
0.369061,0.672911
0.541238,0.614520
0.382763,0.631437
0.462372,0.486860
0.497183,0.571632
0.374721,0.471345
0.518964,0.730599
0.583877,0.642569
0.624832,0.628173
0.502979,0.660127
0.584674,0.647329
0.595147,0.578857
0.777086,0.581613
0.719531,0.592043
0.534235,0.644443
0.548572,0.616771
0.430367,0.663643
0.581317,0.491846
0.564966,0.562931
0.516372,0.234878
0.514359,0.501664
0.652109,0.689041
0.575675,0.648768
0.645585,0.727718
0.472305,0.542782
0.346561,0.695481
0.546656,0.670923
0.480502,0.511064
0.685633,0.806834
0.798838,0.603462
0.390257,0.648675
0.651876,0.616267
0.649705,0.509393
0.684831,0.580508
0.458873,0.479230
0.584860,0.703489
0.581373,0.465203
0.580346,0.770308
0.501891,0.518953
0.568145,0.813364
0.658183,0.563898
0.773214,0.873410
0.477786,0.709219
0.529429,0.483227
0.435870,0.589597
0.588834,0.520694
0.617227,0.718990
0.519491,0.721488
0.372966,0.723558
0.652485,0.663715
0.498949,0.639450
0.599187,0.848128
0.392132,0.734628
0.495576,0.807397
0.312163,0.703431
0.589659,0.681029
0.679474,0.783223
0.624893,0.592534
0.663535,0.497059
0.657720,0.714555
0.652495,0.748687
0.525663,0.624123
0.607171,0.807087
0.620052,0.849342
0.611463,0.584465
0.410706,0.523600
0.655405,0.783936
0.650301,0.556209
0.662880,0.439348
0.446548,0.727146
0.571895,0.797153
0.685509,0.545259
0.634887,0.314293
0.601192,0.708601
0.510560,0.638275
0.615137,0.681865
0.497842,0.731732
0.440938,0.771584
0.725587,0.835918
0.563056,0.772802
0.689831,0.606171
0.477445,0.611941
0.682950,0.710231
0.967969,0.294149
0.373342,0.550898
0.788604,0.823806
0.508971,0.559055
0.602008,0.635800
0.560147,0.731237
0.403351,0.616894
0.583786,0.600347
0.611520,0.566793
0.436335,0.571775
0.404891,0.678522
0.620678,0.588923
0.534499,0.495098
0.659865,0.791019
0.503351,0.629289
0.642607,0.857743
0.711472,0.844439
0.386134,0.548370
0.689087,0.728622
0.414835,0.508816
0.624488,0.405439
0.526961,0.660228
0.497372,0.654866
0.360943,0.534433
0.507136,0.421112
0.696746,0.631175
0.694591,0.496077
0.745835,0.596714
0.629189,0.756482
0.290099,0.601512
0.642861,0.643804
0.454130,0.466715
0.474155,0.650550
0.772697,0.774452
0.342764,0.636173
0.640464,0.616460
0.651911,0.772839
0.682306,0.592626
0.474280,0.725071
0.448635,0.818445
0.499599,0.702141
0.484431,0.398180
0.847436,0.451381
0.540091,0.572490
0.675553,0.386459
0.286287,0.501246
0.679948,0.413463
0.691560,0.760615
0.353929,0.562787
0.555659,0.774758
0.439125,0.654101
0.489549,0.641939
0.579882,0.632544
0.684223,0.712086
0.516975,0.671402
0.441974,0.436639
0.644276,0.554437
0.514511,0.574533
0.648228,0.775223
0.517455,0.666066
0.528271,0.612093
0.682984,0.696615
0.393205,0.686475
0.660578,0.592127
0.623113,0.715610
0.467789,0.700012
0.526575,0.769447
0.452716,0.684631
0.574071,0.703064
0.442834,0.602854
0.673033,0.578058
0.522417,0.607662
0.262511,0.702255
0.496447,0.467945
0.380836,0.480487
0.434381,0.820981
0.586498,0.650575
0.484685,0.468159
0.522100,0.703511
0.613981,0.639714
0.594817,0.627102
0.535360,0.610167
0.734606,0.531813
0.588751,0.491771
0.579141,0.812659
0.448230,0.390484
0.642198,0.739386
0.676974,0.595638
0.709071,0.697574
0.559687,0.759625
0.540498,0.477193
0.719954,0.641853
0.491520,0.593789
0.576379,0.667968
0.618861,0.512867
0.307583,0.741751
0.362477,0.520133
0.628350,0.692167
0.391405,0.632224
0.389370,0.704964
0.485002,0.587979
0.405516,0.475114
0.418235,0.646755
0.806201,0.520367
0.588754,0.641988
0.279220,0.580815
0.546191,0.808325
0.607941,0.784802
0.376494,0.618228
0.647113,0.372480
0.475562,0.664987
0.680219,0.573265
0.472216,0.473196
0.475395,0.742234
0.690446,0.731510
0.439957,0.466910
0.467116,0.571313
0.508227,0.748934
0.592344,0.608619
0.573213,0.434932
0.651563,0.783206
0.425972,0.561220
0.552850,0.630432
0.543549,0.551654
0.606202,0.793187
0.457379,0.726672
0.510958,0.683712
0.561814,0.625965
0.449377,0.623808
0.649255,0.637813
0.481316,0.601570
0.654518,0.737539
0.526725,0.600014
0.802688,0.505069
0.263219,0.627250
0.748747,0.588608
0.580450,0.706629
0.604204,0.681195
0.672190,0.671972
0.360417,0.646073
0.794109,0.391694
0.543425,0.346243
0.494001,0.609018
0.607554,0.702014
0.409430,0.723563
0.718797,0.723199
0.671384,0.681890
0.641426,0.699298
0.588334,0.761406
0.417229,0.799411
0.501106,0.456148
0.644073,0.520251
0.638239,0.718527
0.479374,0.507281
0.703960,0.692463
0.568944,0.649782
0.453077,0.610405
0.669672,0.642636
0.531374,0.614247
0.624218,0.616961
0.442220,0.530011
0.708031,0.729611
0.606934,0.688605
0.745374,0.637290
0.450559,0.537839
0.642708,0.740165
0.463909,0.622824
0.696970,0.616339
0.516541,0.497624
0.517828,0.622179
0.463722,0.568273
0.544033,0.596493
0.529005,0.608095
0.610622,0.783057
0.452312,0.596997
0.735810,0.580428
0.397025,0.862940
0.657341,0.602071
0.565206,0.552216
0.512109,0.656252
0.578156,0.624709
0.454716,0.665359
0.461376,0.564097
0.678502,0.641995
0.610097,0.450094
0.622511,0.658003
0.547102,0.452457
0.694299,0.660629
0.562367,0.602387
0.557030,0.552883
0.669032,0.626947
0.571472,0.649119
0.326602,0.450560
0.201172,0.495917
0.182439,0.535028
0.454683,0.410480
0.550725,0.539235
0.364295,0.773367
0.268474,0.747372
0.179662,0.494357
0.374084,0.566369
0.431853,0.650270
0.230322,0.752643
0.240030,0.665891
0.279716,0.565273
0.328223,0.658140
0.312405,0.711640
0.139980,0.451925
0.615917,0.692078
0.274443,0.486682
0.103216,0.556970
0.399123,0.551595
0.236122,0.716900
0.270991,0.672492
0.287879,0.565857
0.425737,0.655556
0.267202,0.543610
0.320668,0.599668
0.262310,0.671764
0.356249,0.569292
0.372937,0.689922
0.370231,0.661295
0.341809,0.749072
0.298361,0.493992
0.434661,0.632735
0.296721,0.589197
0.494707,0.577199
0.301914,0.696457
0.273226,0.681600
0.307492,0.652227
0.314246,0.613576
0.426861,0.609347
0.268828,0.641574
0.330495,0.553416
0.152461,0.623404
0.535724,0.789385
0.518647,0.587404
0.486758,0.804486
0.450486,0.337981
0.540110,0.684978
0.246871,0.617324
0.308493,0.945193
0.380555,0.635467
0.512350,0.339940
0.205638,0.524413
0.142935,0.548947
0.285791,0.530269
0.294787,0.523768
0.334405,0.646260
0.409241,0.733208
0.299028,0.736612
0.365278,0.623415
0.181015,0.629520
0.396462,0.627129
0.258744,0.554974
0.444283,0.564051
0.147379,0.658774
0.188807,0.578471
0.267238,0.884613
0.300621,0.645293
0.376866,0.735295
0.375488,0.805358
0.135067,0.719290
0.400130,0.573948
0.144027,0.709407
0.392095,0.612916
0.348890,0.608427
0.492818,0.821029
0.232124,0.569605
0.394651,0.486262
0.255778,0.473846
0.397450,0.713965
0.467058,0.479830
0.426668,0.440013
0.448631,0.598299
0.280616,0.727937
0.367299,0.527803
0.410481,0.804870
0.257830,0.700208
0.176821,0.762358
0.235813,0.608555
0.443188,0.483608
0.451643,0.559668
0.388733,0.600795
0.491769,0.630242
0.354129,0.656187
0.133264,0.461719
0.339069,0.461073
0.134559,0.492047
0.315710,0.419026
0.339450,0.672572
0.308626,0.670686
0.278618,0.629553
0.199564,0.471545
0.316720,0.563943
0.336761,0.418887
0.216469,0.645633
0.173462,0.590507
0.277538,0.621136
0.249169,0.800880
0.392448,0.686406
0.402584,0.630191
0.352277,0.664596
0.555118,0.595079
0.529128,0.351915
0.365269,0.688244
0.322095,0.931596
0.210012,0.513486
0.169815,0.789076
0.332951,0.655507
0.524902,0.376364
0.201961,0.431875
0.297519,0.559992
0.236253,0.627798
0.408683,0.665622
0.323158,0.706219
0.200573,0.696890
0.352557,0.745821
0.224908,0.644670
0.322765,0.374288
0.325849,0.520374
0.290762,0.581746
0.332878,0.795302
0.429439,0.536325
0.243480,0.629348
0.146784,0.591378
0.312144,0.609212
0.263459,0.536623
0.288041,0.582554
0.165940,0.725956
0.374268,0.641109
0.235336,0.482491
0.297145,0.486810
0.103755,0.567036
0.273359,0.665935
0.356446,0.599243
0.386174,0.698657
0.389653,0.553151
0.490984,0.692100
0.243160,0.679796
0.463797,0.698021
0.190675,0.607300
0.229843,0.399992
0.387961,0.429712
0.421023,0.695281
0.388621,0.687205
0.359760,0.551531
0.336778,0.533110
0.312366,0.804031
0.169821,0.707108
0.393661,0.657915
0.364464,0.439088
0.160267,0.530285
0.448897,0.655660
0.281459,0.700700
0.379550,0.585827
0.297695,0.644395
0.456148,0.617055
0.207707,0.539783
0.130499,0.570694
0.365129,0.797344
0.256344,0.572246
0.308849,0.595942
0.430547,0.652646
0.244979,0.634067
0.382836,0.537784
0.526584,0.628112
0.406491,0.590175
0.108235,0.489036
0.445005,0.662631
0.326494,0.505363
0.281007,0.650566
0.416270,0.550261
0.272437,0.415715
0.219031,0.497759
0.150359,0.697979
0.137953,0.529018
0.379589,0.497062
0.283847,0.513386
0.430212,0.665987
0.310066,0.731455
0.498318,0.640885
0.132018,0.769503
0.208480,0.728685
0.173605,0.604965
0.129762,0.475800
0.288661,0.650449
0.307192,0.718046
0.414014,0.630133
0.395582,0.745382
0.204984,0.621871
0.356633,0.549010
0.492099,0.694913
0.211891,0.483669
0.364335,0.743587
0.466935,0.409313
0.389907,0.367181
0.231802,0.824163
0.150771,0.593922
0.348341,0.407133
0.298138,0.456411
0.299021,0.638402
0.369517,0.693531
0.466414,0.409685
0.254859,0.843091
0.389865,0.675758
0.564104,0.661269
0.263566,0.532650
0.472276,0.702113
0.319699,0.784402
0.300154,0.700944
0.317816,0.591875
0.453834,0.437032
0.370171,0.796554
0.605337,0.767229
0.683378,0.766219
0.449000,0.623624
0.372724,0.819105
0.313914,0.683291
0.445810,0.756467
0.138550,0.793173
0.371346,0.514903
0.373498,0.575374
0.237525,0.584841
0.512730,0.556533
0.290966,0.596334
0.327896,0.801510
0.186547,0.483189
0.065683,0.534452
0.573386,0.495134
0.461991,0.496382
0.325245,0.626605
0.276598,0.572276
0.299665,0.634510
0.360953,0.425089
0.307805,0.603322
0.264910,0.575347
0.160714,0.682802
0.173138,0.617381
0.430904,0.605409
0.142043,0.497554
0.376505,1.000000
0.266099,0.566261
0.292533,0.717419
0.487344,0.576512
0.380323,0.590922
0.546325,0.586440
0.326348,0.686335
0.282848,0.699613
0.391993,0.702259
0.313434,0.669564
0.399944,0.777241
0.488806,0.560679
0.299627,0.606204
0.288006,0.822031
0.328520,0.698546
0.402625,0.729162
0.242281,0.576189
0.289138,0.689671
0.127094,0.538155
0.227158,0.650792
0.477880,0.631703
0.164818,0.654541
0.326371,0.506648
0.530829,0.412886
0.433296,0.626543
0.412113,0.560343
0.367244,0.965188
0.468731,0.463107
0.221834,0.723973
0.421248,0.765907
0.472818,0.390619
0.424411,0.491718
0.455980,0.620926
0.468492,0.560039
0.331599,0.627444
0.596364,0.704162
0.274117,0.673295
0.161823,0.649505
0.283811,0.675401
0.262770,0.661967
0.251424,0.625185
0.173136,0.516159
0.497277,0.603848
0.438991,0.494939
0.433239,0.616831
0.365244,0.710126
0.378460,0.588442
0.393783,0.642033
0.291450,0.641751
0.222368,0.728681
0.320837,0.707479
0.328364,0.555997
0.323863,0.582042
0.259515,0.616880
0.224265,0.493276
0.181704,0.685875
0.108085,0.539742
0.457515,0.640083
0.195964,0.773125
0.293651,0.577552
0.247879,0.764439
0.621774,0.585270
0.351765,0.695503
0.388747,0.489016
0.216078,0.640238
0.368774,0.506587
0.483100,0.694381
0.258382,0.490715
0.223783,0.573434
0.301105,0.556382
0.320012,0.283092
0.397544,0.666449
0.190577,0.802480
0.192299,0.473245
0.246670,0.484835
0.390072,0.766739
0.323502,0.699314
0.261835,0.552334
0.266429,0.645136
0.529838,0.717688
0.349704,0.576140
0.491024,0.344113
0.351802,0.690911
0.461244,0.653156
0.391569,0.595009
0.534433,0.606982
0.323677,0.479999
0.267430,0.608554
0.262990,0.795628
0.360499,0.595528
0.563967,0.572275
0.276574,0.706450
0.380400,0.622436
0.489685,0.679443
0.494166,0.510046
0.121898,0.415995
0.219815,0.580355
0.274061,0.512908
0.455316,0.565530
0.530464,0.668635
0.227982,0.689189
0.208800,0.578775
0.281793,0.481454
0.272931,0.598858
0.215137,0.708577
0.249601,0.555650
0.267302,0.750627
0.502535,0.540297
0.415409,0.721044
0.232067,0.647098
0.288940,0.626678
0.500859,0.590128
0.433348,0.719002
0.304166,0.483588
0.502775,0.586618
0.357996,0.680801
0.024157,0.703112
0.363933,0.323819
0.227968,0.690016
0.379021,0.552303
0.479060,0.726295
0.239080,0.579743
0.411153,0.633320
0.136743,0.683168
0.188455,0.479577
0.320608,0.768289
0.508954,0.851242
0.246235,0.567245
0.310818,0.645299
0.259057,0.343947
0.180479,0.730180
0.441888,0.579260
0.403527,0.441213
0.382404,0.553089
0.133243,0.803510
0.419386,0.663306
0.279947,0.655058
0.272764,0.844727
0.194856,0.603459
0.199243,0.737407
0.465739,0.855204
0.105717,0.594391
0.424485,0.632583
0.375118,0.823194
0.199512,0.615233
0.397953,0.849446
0.096925,0.667197
0.137262,0.592146
0.115040,0.686072
0.131621,0.491373
